ID, DATE, LATITUDE, LONGITUDE, ADTITUDE [m], TEMPERATURE [*C], HUMIDITY [%], PRESSURE [hPa], MQ7 [ppm], MQ7 DETECT, PM 1.0 [ug/m^3], PM 2.5 [ug/m^3], PM 10 [ug/m^3]
467 ,Fri Nov 06 2020 15:24:17 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.45 ,253 ,0 ,16 ,23 ,33
468 ,Fri Nov 06 2020 15:24:19 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.55 ,251 ,0 ,16 ,23 ,33
469 ,Fri Nov 06 2020 15:24:20 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.55 ,249 ,0 ,16 ,23 ,33
470 ,Fri Nov 06 2020 15:24:21 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.51 ,251 ,0 ,16 ,23 ,33
471 ,Fri Nov 06 2020 15:24:23 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.48 ,251 ,0 ,16 ,23 ,33
472 ,Fri Nov 06 2020 15:24:26 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.45 ,253 ,0 ,16 ,23 ,33
473 ,Fri Nov 06 2020 15:24:29 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.49 ,250 ,0 ,16 ,23 ,33
474 ,Fri Nov 06 2020 15:24:32 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.48 ,251 ,0 ,16 ,23 ,33
475 ,Fri Nov 06 2020 15:24:34 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,56 ,1009.42 ,250 ,0 ,16 ,23 ,33
476 ,Fri Nov 06 2020 15:24:37 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,57 ,1009.59 ,249 ,0 ,16 ,23 ,33
477 ,Fri Nov 06 2020 15:24:40 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,57 ,1009.48 ,251 ,0 ,16 ,23 ,33
478 ,Fri Nov 06 2020 15:24:43 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,14 ,57 ,1009.5 ,251 ,0 ,16 ,23 ,33
479 ,Fri Nov 06 2020 15:24:45 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1009.53 ,251 ,0 ,16 ,23 ,33
480 ,Fri Nov 06 2020 15:24:48 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1010.01 ,252 ,0 ,16 ,23 ,33
481 ,Fri Nov 06 2020 15:24:51 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1009.53 ,250 ,0 ,16 ,23 ,33
482 ,Fri Nov 06 2020 15:24:53 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.42 ,250 ,0 ,16 ,23 ,33
483 ,Fri Nov 06 2020 15:24:56 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.46 ,251 ,0 ,16 ,23 ,33
484 ,Fri Nov 06 2020 15:24:57 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.44 ,249 ,0 ,16 ,23 ,33
485 ,Fri Nov 06 2020 15:24:58 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.37 ,249 ,0 ,16 ,23 ,33
486 ,Fri Nov 06 2020 15:25:00 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.35 ,254 ,0 ,16 ,23 ,33
487 ,Fri Nov 06 2020 15:25:01 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.59 ,253 ,0 ,16 ,23 ,33
488 ,Fri Nov 06 2020 15:25:02 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.59 ,253 ,0 ,16 ,23 ,33
489 ,Fri Nov 06 2020 15:25:03 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1009.53 ,253 ,0 ,16 ,23 ,33
490 ,Fri Nov 06 2020 15:25:06 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1010 ,252 ,0 ,16 ,23 ,33
491 ,Fri Nov 06 2020 15:25:09 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,57 ,1009.99 ,289 ,0 ,16 ,23 ,33
492 ,Fri Nov 06 2020 15:25:13 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.5 ,277 ,0 ,16 ,23 ,33
493 ,Fri Nov 06 2020 15:25:14 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.48 ,270 ,0 ,16 ,23 ,33
494 ,Fri Nov 06 2020 15:25:19 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.93 ,258 ,0 ,16 ,23 ,33
495 ,Fri Nov 06 2020 15:25:20 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.5 ,254 ,0 ,16 ,23 ,33
496 ,Fri Nov 06 2020 15:25:21 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.5 ,254 ,0 ,16 ,23 ,33
497 ,Fri Nov 06 2020 15:25:24 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.53 ,252 ,0 ,16 ,23 ,33
498 ,Fri Nov 06 2020 15:25:27 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.43 ,250 ,0 ,16 ,23 ,33
499 ,Fri Nov 06 2020 15:25:32 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1010.07 ,250 ,0 ,16 ,23 ,33
500 ,Fri Nov 06 2020 15:25:34 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.89 ,248 ,0 ,16 ,23 ,33
501 ,Fri Nov 06 2020 15:25:39 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.65 ,250 ,0 ,16 ,23 ,33
502 ,Fri Nov 06 2020 15:25:40 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.63 ,250 ,0 ,16 ,23 ,33
503 ,Fri Nov 06 2020 15:25:45 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.57 ,249 ,0 ,16 ,23 ,33
504 ,Fri Nov 06 2020 15:25:49 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.63 ,250 ,0 ,16 ,23 ,33
505 ,Fri Nov 06 2020 15:25:52 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.84 ,250 ,0 ,16 ,23 ,33
506 ,Fri Nov 06 2020 15:25:55 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1010.01 ,249 ,0 ,16 ,23 ,33
507 ,Fri Nov 06 2020 15:26:02 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1010.02 ,256 ,0 ,16 ,23 ,33
508 ,Fri Nov 06 2020 15:26:05 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.44 ,258 ,0 ,16 ,23 ,33
509 ,Fri Nov 06 2020 15:26:08 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.45 ,273 ,0 ,16 ,23 ,33
510 ,Fri Nov 06 2020 15:26:11 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.44 ,309 ,0 ,16 ,23 ,33
511 ,Fri Nov 06 2020 15:26:12 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.44 ,309 ,0 ,16 ,23 ,33
512 ,Fri Nov 06 2020 15:26:13 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.39 ,309 ,0 ,16 ,23 ,33
513 ,Fri Nov 06 2020 15:26:16 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.38 ,284 ,0 ,16 ,23 ,33
514 ,Fri Nov 06 2020 15:26:17 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,56 ,1009.38 ,284 ,0 ,16 ,23 ,33
515 ,Fri Nov 06 2020 15:26:20 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.41 ,283 ,0 ,16 ,23 ,33
516 ,Fri Nov 06 2020 15:26:25 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.38 ,263 ,0 ,16 ,23 ,33
517 ,Fri Nov 06 2020 15:26:27 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,55 ,1009.38 ,260 ,0 ,16 ,23 ,33
518 ,Fri Nov 06 2020 15:26:30 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,54 ,1009.45 ,256 ,0 ,16 ,23 ,33
519 ,Fri Nov 06 2020 15:26:32 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,54 ,1009.46 ,249 ,0 ,16 ,23 ,33
520 ,Fri Nov 06 2020 15:26:35 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,54 ,1009.5 ,248 ,0 ,16 ,23 ,33
521 ,Fri Nov 06 2020 15:26:38 GMT+0100 (GMT+01:00) ,50.280196 ,18.698132 ,0 ,15 ,53 ,1009.42 ,248 ,0 ,16 ,23 ,33
522 ,Fri Nov 06 2020 15:26:44 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.45 ,248 ,0 ,16 ,23 ,33
523 ,Fri Nov 06 2020 15:26:47 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.46 ,248 ,0 ,16 ,23 ,33
524 ,Fri Nov 06 2020 15:26:50 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.44 ,248 ,0 ,16 ,23 ,33
525 ,Fri Nov 06 2020 15:26:53 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.5 ,247 ,0 ,16 ,23 ,33
526 ,Fri Nov 06 2020 15:26:57 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.5 ,247 ,0 ,16 ,23 ,33
527 ,Fri Nov 06 2020 15:27:00 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.5 ,246 ,0 ,16 ,23 ,33
528 ,Fri Nov 06 2020 15:27:01 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.53 ,247 ,0 ,16 ,23 ,33
529 ,Fri Nov 06 2020 15:27:02 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.51 ,246 ,0 ,16 ,23 ,33
530 ,Fri Nov 06 2020 15:27:10 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.54 ,246 ,0 ,16 ,23 ,33
531 ,Fri Nov 06 2020 15:27:11 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.52 ,246 ,0 ,16 ,23 ,33
532 ,Fri Nov 06 2020 15:27:15 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.57 ,247 ,0 ,16 ,23 ,33
533 ,Fri Nov 06 2020 15:27:20 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.57 ,248 ,0 ,16 ,23 ,33
534 ,Fri Nov 06 2020 15:27:21 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.57 ,248 ,0 ,16 ,23 ,33
535 ,Fri Nov 06 2020 15:27:24 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.57 ,248 ,0 ,16 ,23 ,33
536 ,Fri Nov 06 2020 15:27:25 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.57 ,248 ,0 ,16 ,23 ,33
537 ,Fri Nov 06 2020 15:27:28 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,0 ,0 ,1009.54 ,248 ,0 ,16 ,23 ,33
538 ,Fri Nov 06 2020 15:27:31 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.57 ,248 ,0 ,16 ,23 ,33
539 ,Fri Nov 06 2020 15:27:33 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.56 ,249 ,0 ,16 ,23 ,33
540 ,Fri Nov 06 2020 15:27:35 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,55 ,1009.44 ,250 ,0 ,16 ,23 ,33
541 ,Fri Nov 06 2020 15:27:36 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,55 ,1009.44 ,250 ,0 ,16 ,23 ,33
542 ,Fri Nov 06 2020 15:27:39 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,55 ,1009.47 ,249 ,0 ,16 ,23 ,33
543 ,Fri Nov 06 2020 15:27:40 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,55 ,1009.49 ,248 ,0 ,16 ,23 ,33
544 ,Fri Nov 06 2020 15:27:45 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,55 ,1009.46 ,249 ,0 ,16 ,23 ,33
545 ,Fri Nov 06 2020 15:27:49 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.53 ,248 ,0 ,16 ,23 ,33
546 ,Fri Nov 06 2020 15:27:52 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.49 ,249 ,0 ,16 ,23 ,33
547 ,Fri Nov 06 2020 15:27:53 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.48 ,248 ,0 ,16 ,23 ,33
548 ,Fri Nov 06 2020 15:27:56 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.4 ,248 ,0 ,16 ,23 ,33
549 ,Fri Nov 06 2020 15:27:57 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.4 ,248 ,0 ,16 ,23 ,33
550 ,Fri Nov 06 2020 15:28:00 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.4 ,249 ,0 ,16 ,23 ,33
551 ,Fri Nov 06 2020 15:28:03 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.44 ,249 ,0 ,16 ,23 ,33
552 ,Fri Nov 06 2020 15:28:04 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.35 ,248 ,0 ,16 ,23 ,33
553 ,Fri Nov 06 2020 15:28:08 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.31 ,248 ,0 ,16 ,23 ,33
554 ,Fri Nov 06 2020 15:28:11 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.38 ,248 ,0 ,16 ,23 ,33
555 ,Fri Nov 06 2020 15:28:14 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.4 ,249 ,0 ,16 ,23 ,33
556 ,Fri Nov 06 2020 15:28:18 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.38 ,248 ,0 ,16 ,23 ,33
557 ,Fri Nov 06 2020 15:28:19 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,54 ,1009.37 ,248 ,0 ,16 ,23 ,33
558 ,Fri Nov 06 2020 15:28:23 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.41 ,248 ,0 ,16 ,23 ,33
559 ,Fri Nov 06 2020 15:28:28 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.45 ,249 ,0 ,16 ,23 ,33
560 ,Fri Nov 06 2020 15:28:31 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.4 ,249 ,0 ,16 ,23 ,33
561 ,Fri Nov 06 2020 15:28:34 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.43 ,248 ,0 ,16 ,23 ,33
562 ,Fri Nov 06 2020 15:28:38 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.43 ,248 ,0 ,16 ,23 ,33
563 ,Fri Nov 06 2020 15:28:41 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.5 ,248 ,0 ,16 ,23 ,33
564 ,Fri Nov 06 2020 15:28:44 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.52 ,249 ,0 ,16 ,23 ,33
565 ,Fri Nov 06 2020 15:28:47 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.51 ,249 ,0 ,16 ,23 ,33
566 ,Fri Nov 06 2020 15:28:49 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.51 ,247 ,0 ,16 ,23 ,33
567 ,Fri Nov 06 2020 15:28:54 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.45 ,248 ,0 ,16 ,23 ,33
568 ,Fri Nov 06 2020 15:28:55 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.48 ,248 ,0 ,16 ,23 ,33
569 ,Fri Nov 06 2020 15:28:59 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.48 ,247 ,0 ,16 ,23 ,33
570 ,Fri Nov 06 2020 15:29:02 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.59 ,247 ,0 ,16 ,23 ,33
571 ,Fri Nov 06 2020 15:29:05 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.6 ,246 ,0 ,16 ,23 ,33
572 ,Fri Nov 06 2020 15:29:09 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,52 ,1009.59 ,247 ,0 ,16 ,23 ,33
573 ,Fri Nov 06 2020 15:29:12 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.79 ,198 ,0 ,16 ,23 ,33
574 ,Fri Nov 06 2020 15:29:13 GMT+0100 (GMT+01:00) ,50.280184 ,18.698168 ,0 ,15 ,53 ,1009.81 ,199 ,0 ,16 ,23 ,33
575 ,Fri Dec 11 2020 09:31:52 GMT+0100 (GMT+01:00) ,50.280204 ,18.697906 ,223.1 ,0 ,0 ,985.6 ,59 ,1 ,32 ,49 ,62
576 ,Fri Dec 11 2020 09:32:01 GMT+0100 (GMT+01:00) ,50.280204 ,18.697906 ,223.1 ,0 ,0 ,985.62 ,59 ,1 ,32 ,49 ,63
577 ,Fri Dec 11 2020 09:32:06 GMT+0100 (GMT+01:00) ,50.280212 ,18.697918 ,223.1 ,0 ,0 ,985.63 ,59 ,1 ,33 ,49 ,63
578 ,Fri Dec 11 2020 09:32:25 GMT+0100 (GMT+01:00) ,50.280224 ,18.69795 ,223.1 ,0 ,0 ,985.61 ,59 ,1 ,33 ,49 ,65
579 ,Fri Dec 11 2020 09:32:38 GMT+0100 (GMT+01:00) ,50.28024 ,18.697944 ,223.1 ,0 ,0 ,985.61 ,60 ,1 ,34 ,52 ,66
580 ,Fri Dec 11 2020 09:32:49 GMT+0100 (GMT+01:00) ,50.28024 ,18.697944 ,223.1 ,0 ,0 ,985.61 ,60 ,1 ,32 ,49 ,62
581 ,Fri Dec 11 2020 09:33:22 GMT+0100 (GMT+01:00) ,50.280204 ,18.697952 ,223.1 ,0 ,0 ,985.6 ,61 ,1 ,33 ,52 ,67
582 ,Fri Dec 11 2020 09:33:41 GMT+0100 (GMT+01:00) ,50.2802 ,18.69794 ,223.1 ,0 ,0 ,985.65 ,60 ,1 ,33 ,52 ,65
583 ,Fri Dec 11 2020 09:33:58 GMT+0100 (GMT+01:00) ,50.280228 ,18.69799 ,223.1 ,0 ,0 ,985.55 ,59 ,1 ,34 ,52 ,67
584 ,Fri Dec 11 2020 09:34:03 GMT+0100 (GMT+01:00) ,50.280228 ,18.69799 ,223.1 ,0 ,0 ,985.63 ,61 ,1 ,34 ,52 ,67
585 ,Fri Dec 11 2020 09:34:07 GMT+0100 (GMT+01:00) ,50.280228 ,18.69799 ,223.1 ,0 ,0 ,985.65 ,60 ,1 ,33 ,51 ,66
586 ,Fri Dec 11 2020 09:34:09 GMT+0100 (GMT+01:00) ,50.280228 ,18.69799 ,223.1 ,0 ,0 ,985.65 ,60 ,1 ,33 ,51 ,66
587 ,Fri Dec 11 2020 09:34:35 GMT+0100 (GMT+01:00) ,50.28012 ,18.697804 ,223.1 ,0 ,0 ,985.63 ,60 ,1 ,34 ,51 ,65
588 ,Fri Dec 11 2020 09:34:40 GMT+0100 (GMT+01:00) ,50.28012 ,18.697804 ,223.1 ,0 ,0 ,985.64 ,57 ,1 ,34 ,52 ,66
589 ,Fri Dec 11 2020 09:35:07 GMT+0100 (GMT+01:00) ,50.280152 ,18.697892 ,223.1 ,0 ,0 ,985.68 ,60 ,1 ,33 ,51 ,65
590 ,Fri Dec 11 2020 09:35:12 GMT+0100 (GMT+01:00) ,50.280152 ,18.697892 ,223.1 ,0 ,0 ,985.62 ,59 ,1 ,33 ,52 ,68
591 ,Fri Dec 11 2020 09:35:20 GMT+0100 (GMT+01:00) ,50.28014 ,18.697896 ,223.1 ,0 ,0 ,985.61 ,60 ,1 ,33 ,50 ,62
592 ,Fri Dec 11 2020 09:35:21 GMT+0100 (GMT+01:00) ,50.28014 ,18.697896 ,223.1 ,0 ,0 ,985.61 ,60 ,1 ,33 ,50 ,62
593 ,Fri Dec 11 2020 09:35:44 GMT+0100 (GMT+01:00) ,50.280252 ,18.697948 ,223.1 ,0 ,0 ,985.6 ,60 ,1 ,32 ,48 ,62
594 ,Fri Dec 11 2020 09:36:05 GMT+0100 (GMT+01:00) ,50.280244 ,18.697964 ,223.1 ,0 ,0 ,985.6 ,60 ,1 ,33 ,51 ,64
595 ,Fri Dec 11 2020 09:36:08 GMT+0100 (GMT+01:00) ,50.280244 ,18.697964 ,223.1 ,0 ,0 ,985.62 ,58 ,1 ,33 ,50 ,64
596 ,Fri Dec 11 2020 09:36:12 GMT+0100 (GMT+01:00) ,50.280204 ,18.697986 ,223.1 ,0 ,0 ,985.6 ,59 ,1 ,32 ,48 ,61
597 ,Fri Dec 11 2020 09:36:13 GMT+0100 (GMT+01:00) ,50.280204 ,18.697986 ,223.1 ,0 ,0 ,985.6 ,59 ,1 ,32 ,48 ,61
598 ,Fri Dec 11 2020 09:36:17 GMT+0100 (GMT+01:00) ,50.2802 ,18.69797 ,223.1 ,0 ,0 ,985.6 ,60 ,1 ,32 ,48 ,61
599 ,Fri Dec 11 2020 09:36:37 GMT+0100 (GMT+01:00) ,50.280204 ,18.697962 ,223.1 ,0 ,0 ,985.65 ,62 ,1 ,32 ,49 ,65
600 ,Fri Dec 11 2020 09:37:25 GMT+0100 (GMT+01:00) ,50.280112 ,18.69788 ,223.1 ,0 ,0 ,985.6 ,60 ,1 ,34 ,52 ,64
601 ,Fri Dec 11 2020 09:37:26 GMT+0100 (GMT+01:00) ,50.280112 ,18.69788 ,223.1 ,0 ,0 ,985.6 ,60 ,1 ,34 ,52 ,64
602 ,Fri Dec 11 2020 09:37:33 GMT+0100 (GMT+01:00) ,50.280072 ,18.69789 ,223.1 ,0 ,0 ,985.58 ,61 ,1 ,32 ,49 ,60
603 ,Fri Dec 11 2020 09:38:01 GMT+0100 (GMT+01:00) ,50.279976 ,18.697748 ,223.1 ,0 ,0 ,985.6 ,59 ,1 ,32 ,49 ,62
604 ,Fri Dec 11 2020 09:38:02 GMT+0100 (GMT+01:00) ,50.279976 ,18.697748 ,223.1 ,0 ,0 ,985.6 ,59 ,1 ,32 ,49 ,62
605 ,Fri Dec 11 2020 09:38:26 GMT+0100 (GMT+01:00) ,50.280108 ,18.69782 ,223.1 ,0 ,0 ,985.67 ,60 ,1 ,33 ,52 ,67
606 ,Sun Dec 13 2020 13:19:49 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.45 ,331 ,0 ,31 ,50 ,63
607 ,Sun Dec 13 2020 13:20:08 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.35 ,105 ,1 ,28 ,45 ,55
608 ,Sun Dec 13 2020 13:21:19 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.36 ,61 ,1 ,30 ,46 ,63
609 ,Sun Dec 13 2020 13:21:54 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.33 ,59 ,1 ,29 ,46 ,62
610 ,Sun Dec 13 2020 13:21:57 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.37 ,59 ,1 ,29 ,45 ,59
611 ,Sun Dec 13 2020 13:22:08 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.4 ,57 ,1 ,29 ,45 ,62
612 ,Sun Dec 13 2020 13:22:38 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.37 ,59 ,1 ,29 ,45 ,55
613 ,Sun Dec 13 2020 13:22:41 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.37 ,59 ,1 ,28 ,43 ,56
614 ,Sun Dec 13 2020 13:22:44 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.41 ,63 ,1 ,29 ,45 ,61
615 ,Sun Dec 13 2020 13:22:45 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.41 ,63 ,1 ,29 ,45 ,61
616 ,Sun Dec 13 2020 13:22:48 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.36 ,61 ,1 ,28 ,44 ,61
617 ,Sun Dec 13 2020 13:22:51 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.4 ,61 ,1 ,28 ,44 ,62
618 ,Sun Dec 13 2020 13:23:06 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.35 ,62 ,1 ,27 ,44 ,58
619 ,Sun Dec 13 2020 13:23:33 GMT+0100 (GMT+01:00) ,0 ,0 ,0 ,0 ,0 ,989.38 ,64 ,1 ,29 ,44 ,56
